Stress_class	Stress_info	Pathogen	Sample_description	BioSample	BioProject	Tissue	Source_name	Treatment	Project_title	Project_des
biotic	oomycete	Psojae_glucan_elicitor	control_24h	SAMN11836278	PRJNA544432	root	hairy root	H2O	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	control_24h	SAMN11836277	PRJNA544432	root	hairy root	H2O	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	control_24h	SAMN11836276	PRJNA544432	root	hairy root	H2O	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	control_24h	SAMN11836275	PRJNA544432	root	hairy root	WGE	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	stress_24h	SAMN11836274	PRJNA544432	root	hairy root	WGE	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	stress_24h	SAMN11836273	PRJNA544432	root	hairy root	WGE	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	stress_24h	SAMN11836272	PRJNA544432	root	hairy root	WGE	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	stress_24h	SAMN11836271	PRJNA544432	root	hairy root	WGE	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	control_48h	SAMN11836270	PRJNA544432	seed	seed	H2O	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	control_48h	SAMN11836269	PRJNA544432	seed	seed	H2O	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	control_48h	SAMN11836268	PRJNA544432	seed	seed	H2O	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	control_48h	SAMN11836267	PRJNA544432	seed	seed	H2O	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	stress_48h	SAMN11836266	PRJNA544432	seed	seed	WGE	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	stress_48h	SAMN11836265	PRJNA544432	seed	seed	WGE	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	stress_48h	SAMN11836264	PRJNA544432	seed	seed	WGE	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
biotic	oomycete	Psojae_glucan_elicitor	stress_48h	SAMN11836263	PRJNA544432	seed	seed	WGE	Glyceollin transcription factor GmMYB29A2 is a regulator of soybean resistance to Phytophthora sojae	RNA-seq was conducted on hairy roots of Williams 82 (W82) and imbibing seeds of Harosoy 63 (H63) upon treatment with the P. sojae wall glucan elicitor (WGE) at the times of maximum glyceollin biosynthesis. Overall design: Imbibed seeds of H63 and Hairy roots of W82 were treated with WGE or H2O (mock) and at the time of maximum glyceollin accumulation after treatment (48 h and 24 h, respectively), total RNA was extracted for RNA-seq. WGE samples were compared to the mock to identify upregulated genes, then these were searched for common genes among the two tissue types.
NA	NA	NA	NA	SAMN11845756	PRJNA544643	shoot	NA	NA	Soybean and dodder transcriptome Transcriptome	The transcriptome of soybean and dodder stems
NA	NA	NA	NA	SAMN11845757	PRJNA544643	shoot	NA	NA	Soybean and dodder transcriptome Transcriptome	The transcriptome of soybean and dodder stems
NA	NA	NA	NA	SAMN11845755	PRJNA544643	shoot	NA	NA	Soybean and dodder transcriptome Transcriptome	The transcriptome of soybean and dodder stems
NA	NA	NA	NA	SAMN11849882	PRJNA544698	leaves	NA	24 hours -Fe\, 48 hours +Fe\, 24 hours -Fe	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849885	PRJNA544698	leaves	NA	24 hours -Pi\, 48 hours +Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849880	PRJNA544698	leaves	NA	24 hours -Fe	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849886	PRJNA544698	leaves	NA	24 hours -Pi\, 48 hours +Pi\, 24 hours -Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849881	PRJNA544698	leaves	NA	24 hours -Fe\, 48 hours +Fe	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849887	PRJNA544698	leaves	NA	24 hours +Pi\, 48 hours +Pi\, 24 hours -Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849870	PRJNA544698	leaves	NA	24 hours +Fe+Pi\, 48 hours +Fe+Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849871	PRJNA544698	leaves	NA	24 hours +Fe+Pi\, 48 hours +Fe+Pi\, 24 hours +Fe+Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849869	PRJNA544698	leaves	NA	24 hours +Fe\,+Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849884	PRJNA544698	leaves	NA	24 hours -Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849883	PRJNA544698	leaves	NA	24 hours +Fe\, 48 hours +Fe\, 24 hours -Fe	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849867	PRJNA544698	root	NA	24 hours +Fe+Pi\, 48 hours +Fe+Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849877	PRJNA544698	root	NA	24 hours -Pi\, 48 hours +Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849872	PRJNA544698	root	NA	24 hours -Fe	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849873	PRJNA544698	root	NA	24 hours -Fe\, 48 hours +Fe	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849879	PRJNA544698	root	NA	24 hours +Pi\, 48 hours +Pi\, 24 hours -Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849878	PRJNA544698	root	NA	24 hours -Pi\, 48 hours +Pi\, 24 hours -Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849866	PRJNA544698	root	NA	24 hours +Fe\,+Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849868	PRJNA544698	root	NA	24 hours +Fe+Pi\, 48 hours +Fe+Pi\, 24 hours +Fe+Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849876	PRJNA544698	root	NA	24 hours -Pi	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849874	PRJNA544698	root	NA	24 hours -Fe\, 48 hours +Fe\, 24 hours -Fe	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
NA	NA	NA	NA	SAMN11849875	PRJNA544698	root	NA	24 hours +Fe\, 48 hours +Fe\, 24 hours -Fe	Dynamic Gene Expression Changes in Response to Micronutrient, Macronutrient, and Multiple Stress Exposures in Soybean	This study analyzes and compares soybean responses to –Fe and –Pi deficiencies. In addition, this study includes multiple time points allowing us to investigate gene expression changes in response to initial stress, recovery from stress, and a second stress exposure. These findings will help improve our understanding of soybean’s response to abiotic stress, a critical component to protecting soybean yield.
biotic	fungus	Pgregata	control_12h	SAMN12040107	PRJNA548564	leaves	NA	Mock	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	stress_12h	SAMN12040106	PRJNA548564	leaves	NA	Infected	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	control_24h	SAMN12040113	PRJNA548564	leaves	NA	Mock	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	control_36h	SAMN12040119	PRJNA548564	leaves	NA	Mock	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	stress_36h	SAMN12040118	PRJNA548564	leaves	NA	Infected	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	control_12h	SAMN12040111	PRJNA548564	root	NA	Mock	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	stress_12h	SAMN12040110	PRJNA548564	root	NA	Infected	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
biotic	fungus	Pgregata	control_24h	SAMN12040117	PRJNA548564	root	NA	Mock	Soybean response to brown stem rot fungus infection	Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by 38%. Three dominant BSR resistance loci have been identified: Rbs1, Rbs2, and Rbs3. All three genes have been mapped to large, overlapping regions on soybean chromosome 16 though the gene networks regulating resistance remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To aid in identifying and characterizing soybean resistance genes, novel approaches bridging the gap between breeding and genomics are needed. To identify genes and gene networks important in the resistant response, I conducted RNA-Seq of leaf, stem, and root tissues collected 12, 24, and 36 hours after P. gregata or mock-infection of a Rbs3 resistant soybean genotype. I identified genes differentially expressed in response to infection (treatment) at each time point.
