Stress_class	Stress_info	Pathogen	Sample_description	BioSample	BioProject	Tissue	Source_name	Treatment	PubMed	Study_title	Study_abstract
NA	NA	NA	NA	SAMN03000713	PRJNA258604	seed coat	Seed coat	0	25369033	Methylation Affects Transposition and Splicing of a Large CACTA Transposable Element From a MYB Transcription Factor Regulating Anthocyanin Synthase (ANS) Genes in Soybean Seed Coats (RNA-Seq)	"We determined the molecular basis of three soybean lines that vary in seed coat color at the R locus which is thought to encode a MYB transcription factor.  RM55-rm is homozygous for a mutable allele (rm) that specifies black and brown striped seeds; RM30-R* is a stable black revertant isoline derived from the mutable line; and RM38-r has brown seed coats due to a recessive r allele shown to translate a truncated MYB protein. Using long range PCR"
NA	NA	NA	NA	SAMN03000714	PRJNA258604	seed coat	Seed coat	0	25369033	Methylation Affects Transposition and Splicing of a Large CACTA Transposable Element From a MYB Transcription Factor Regulating Anthocyanin Synthase (ANS) Genes in Soybean Seed Coats (RNA-Seq)	"We determined the molecular basis of three soybean lines that vary in seed coat color at the R locus which is thought to encode a MYB transcription factor.  RM55-rm is homozygous for a mutable allele (rm) that specifies black and brown striped seeds; RM30-R* is a stable black revertant isoline derived from the mutable line; and RM38-r has brown seed coats due to a recessive r allele shown to translate a truncated MYB protein. Using long range PCR"
NA	NA	NA	NA	SAMN03000715	PRJNA258604	seed coat	Seed coat	0	25369033	Methylation Affects Transposition and Splicing of a Large CACTA Transposable Element From a MYB Transcription Factor Regulating Anthocyanin Synthase (ANS) Genes in Soybean Seed Coats (RNA-Seq)	"We determined the molecular basis of three soybean lines that vary in seed coat color at the R locus which is thought to encode a MYB transcription factor.  RM55-rm is homozygous for a mutable allele (rm) that specifies black and brown striped seeds; RM30-R* is a stable black revertant isoline derived from the mutable line; and RM38-r has brown seed coats due to a recessive r allele shown to translate a truncated MYB protein. Using long range PCR"
NA	NA	NA	NA	SAMN03000716	PRJNA258604	seed coat	Seed coat	0	25369033	Methylation Affects Transposition and Splicing of a Large CACTA Transposable Element From a MYB Transcription Factor Regulating Anthocyanin Synthase (ANS) Genes in Soybean Seed Coats (RNA-Seq)	"We determined the molecular basis of three soybean lines that vary in seed coat color at the R locus which is thought to encode a MYB transcription factor.  RM55-rm is homozygous for a mutable allele (rm) that specifies black and brown striped seeds; RM30-R* is a stable black revertant isoline derived from the mutable line; and RM38-r has brown seed coats due to a recessive r allele shown to translate a truncated MYB protein. Using long range PCR"
NA	NA	NA	NA	SAMN03000717	PRJNA258604	seed coat	Seed coat	0	25369033	Methylation Affects Transposition and Splicing of a Large CACTA Transposable Element From a MYB Transcription Factor Regulating Anthocyanin Synthase (ANS) Genes in Soybean Seed Coats (RNA-Seq)	"We determined the molecular basis of three soybean lines that vary in seed coat color at the R locus which is thought to encode a MYB transcription factor.  RM55-rm is homozygous for a mutable allele (rm) that specifies black and brown striped seeds; RM30-R* is a stable black revertant isoline derived from the mutable line; and RM38-r has brown seed coats due to a recessive r allele shown to translate a truncated MYB protein. Using long range PCR"
NA	NA	NA	NA	SAMN03000718	PRJNA258604	seed coat	Seed coat	0	25369033	Methylation Affects Transposition and Splicing of a Large CACTA Transposable Element From a MYB Transcription Factor Regulating Anthocyanin Synthase (ANS) Genes in Soybean Seed Coats (RNA-Seq)	"We determined the molecular basis of three soybean lines that vary in seed coat color at the R locus which is thought to encode a MYB transcription factor.  RM55-rm is homozygous for a mutable allele (rm) that specifies black and brown striped seeds; RM30-R* is a stable black revertant isoline derived from the mutable line; and RM38-r has brown seed coats due to a recessive r allele shown to translate a truncated MYB protein. Using long range PCR"
NA	NA	NA	NA	SAMN03000719	PRJNA258604	seed coat	Seed coat	0	25369033	Methylation Affects Transposition and Splicing of a Large CACTA Transposable Element From a MYB Transcription Factor Regulating Anthocyanin Synthase (ANS) Genes in Soybean Seed Coats (RNA-Seq)	"We determined the molecular basis of three soybean lines that vary in seed coat color at the R locus which is thought to encode a MYB transcription factor.  RM55-rm is homozygous for a mutable allele (rm) that specifies black and brown striped seeds; RM30-R* is a stable black revertant isoline derived from the mutable line; and RM38-r has brown seed coats due to a recessive r allele shown to translate a truncated MYB protein. Using long range PCR"
NA	NA	NA	NA	SAMN03000720	PRJNA258604	seed coat	Seed coat	0	25369033	Methylation Affects Transposition and Splicing of a Large CACTA Transposable Element From a MYB Transcription Factor Regulating Anthocyanin Synthase (ANS) Genes in Soybean Seed Coats (RNA-Seq)	"We determined the molecular basis of three soybean lines that vary in seed coat color at the R locus which is thought to encode a MYB transcription factor.  RM55-rm is homozygous for a mutable allele (rm) that specifies black and brown striped seeds; RM30-R* is a stable black revertant isoline derived from the mutable line; and RM38-r has brown seed coats due to a recessive r allele shown to translate a truncated MYB protein. Using long range PCR"
NA	NA	NA	NA	SAMN03000721	PRJNA258604	seed coat	Seed coat	0	25369033	Methylation Affects Transposition and Splicing of a Large CACTA Transposable Element From a MYB Transcription Factor Regulating Anthocyanin Synthase (ANS) Genes in Soybean Seed Coats (RNA-Seq)	"We determined the molecular basis of three soybean lines that vary in seed coat color at the R locus which is thought to encode a MYB transcription factor.  RM55-rm is homozygous for a mutable allele (rm) that specifies black and brown striped seeds; RM30-R* is a stable black revertant isoline derived from the mutable line; and RM38-r has brown seed coats due to a recessive r allele shown to translate a truncated MYB protein. Using long range PCR"
abiotic	drought	NA	control_benning	SAMN03014458	PRJNA259941	shoot	0	water_deficit_0hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	control_benning	SAMN03014459	PRJNA259941	shoot	0	water_deficit_0hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	control_benning	SAMN03014460	PRJNA259941	shoot	0	water_deficit_0hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_12h_benning	SAMN03014461	PRJNA259941	shoot	0	water_deficit_12hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_12h_benning	SAMN03014462	PRJNA259941	shoot	0	water_deficit_12hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_12h_benning	SAMN03014463	PRJNA259941	shoot	0	water_deficit_12hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_24h_benning	SAMN03014464	PRJNA259941	shoot	0	water_deficit_24hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_24h_benning	SAMN03014465	PRJNA259941	shoot	0	water_deficit_24hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_24h_benning	SAMN03014466	PRJNA259941	shoot	0	water_deficit_24hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_6h_benning	SAMN03014467	PRJNA259941	shoot	0	water_deficit_6hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_6h_benning	SAMN03014468	PRJNA259941	shoot	0	water_deficit_6hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_6h_benning	SAMN03014469	PRJNA259941	shoot	0	water_deficit_6hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	control_PI416937	SAMN03014470	PRJNA259941	shoot	0	water_deficit_0hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	control_PI416937	SAMN03014471	PRJNA259941	shoot	0	water_deficit_0hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	control_PI416937	SAMN03014472	PRJNA259941	shoot	0	water_deficit_0hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_12h_PI416937	SAMN03014473	PRJNA259941	shoot	0	water_deficit_12hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_12h_PI416937	SAMN03014474	PRJNA259941	shoot	0	water_deficit_12hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_12h_PI416937	SAMN03014475	PRJNA259941	shoot	0	water_deficit_12hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_24h_PI416937	SAMN03014476	PRJNA259941	shoot	0	water_deficit_24hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_24h_PI416937	SAMN03014477	PRJNA259941	shoot	0	water_deficit_24hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_24h_PI416937	SAMN03014478	PRJNA259941	shoot	0	water_deficit_24hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_6h_PI416937	SAMN03014479	PRJNA259941	shoot	0	water_deficit_6hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_6h_PI416937	SAMN03014480	PRJNA259941	shoot	0	water_deficit_6hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
abiotic	drought	NA	stress_6h_PI416937	SAMN03014481	PRJNA259941	shoot	0	water_deficit_6hr	0	Glycine Max Transcriptome or Gene expression	RNA-seq of two soybean accessions under water deficit
NA	NA	NA	NA	SAMN03083677	PRJNA262564	cotyledon	4 days after planting	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083678	PRJNA262564	cotyledon	4 days after planting	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083679	PRJNA262564	cotyledon	4 days after planting	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083680	PRJNA262564	cotyledon	15 days after planting	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083681	PRJNA262564	cotyledon	15 days after planting	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083682	PRJNA262564	cotyledon	15 days after planting	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083683	PRJNA262564	cotyledon	27 days after planting	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083684	PRJNA262564	cotyledon	27 days after planting	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083685	PRJNA262564	cotyledon	27 days after planting	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083686	PRJNA262564	leaves	V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083687	PRJNA262564	leaves	V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083688	PRJNA262564	leaves	V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083689	PRJNA262564	leaves	2 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083690	PRJNA262564	leaves	2 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083691	PRJNA262564	leaves	2 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083692	PRJNA262564	leaves	4 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083693	PRJNA262564	leaves	4 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083694	PRJNA262564	leaves	4 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083695	PRJNA262564	leaves	6 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083696	PRJNA262564	leaves	6 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083697	PRJNA262564	leaves	6 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083698	PRJNA262564	leaves	7 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083699	PRJNA262564	leaves	7 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03083700	PRJNA262564	leaves	7 weeks after V3 stage	0	26149852	Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence	We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.
NA	NA	NA	NA	SAMN03169132	PRJNA266538	leaves	0	25 ul/l ethylene 0h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169142	PRJNA266538	leaves	0	25 ul/l ethylene 0h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169143	PRJNA266538	leaves	0	25 ul/l ethylene 12h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169144	PRJNA266538	leaves	0	25 ul/l ethylene 24h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169145	PRJNA266538	leaves	0	25 ul/l ethylene 48h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169146	PRJNA266538	leaves	0	25 ul/l ethylene 72h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169147	PRJNA266538	leaves	0	25 ul/l ethylene 0h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169148	PRJNA266538	leaves	0	25 ul/l ethylene 12h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169149	PRJNA266538	leaves	0	25 ul/l ethylene 24h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169150	PRJNA266538	leaves	0	25 ul/l ethylene 48h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169151	PRJNA266538	leaves	0	25 ul/l ethylene 72h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169152	PRJNA266538	leaves	0	25 ul/l ethylene 0h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169133	PRJNA266538	leaves	0	25 ul/l ethylene 12h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169134	PRJNA266538	leaves	0	25 ul/l ethylene 24h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169135	PRJNA266538	leaves	0	25 ul/l ethylene 48h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169136	PRJNA266538	leaves	0	25 ul/l ethylene 72h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
NA	NA	NA	NA	SAMN03169137	PRJNA266538	leaves	0	25 ul/l ethylene 0h	0	Glycine max cultivar:Williams82 Transcriptome or Gene expression	Soybean (Glycine max
