V2	V1
Glyma.09G221700	Glyma09g35570
Glyma.09G221800	Glyma09g35580
Glyma.09G221900	Glyma09g35590
Glyma.09G222000	Glyma09g35600
Glyma.09G222100	Glyma09g35610
Glyma.09G222200	Glyma09g35620
Glyma.09G222300	Glyma09g35630
Glyma.09G222400	Glyma09g35640
Glyma.09G222500	Glyma09g35651
Glyma.09G222600	Glyma09g35660
Glyma.09G222700	Glyma09g35670
Glyma.09G222800	Glyma09g35680
Glyma.09G222900	Glyma09g35690
Glyma.09G223000	Glyma09g35700
Glyma.09G223100	Glyma09g35711
Glyma.09G223200	Glyma09g35721
Glyma.09G223300	Glyma09g35730
Glyma.09G223400	Glyma09g35741
Glyma.09G223600	Glyma09g35750
Glyma.09G223700	Glyma09g35760
Glyma.09G223800	Glyma09g35770
Glyma.09G223900	Glyma09g35780
Glyma.09G224000	Glyma09g35790
Glyma.09G224100	Glyma09g35800
Glyma.09G224200	Glyma09g35810
Glyma.09G224300	Glyma09g35820
Glyma.09G224400	Glyma09g35831
Glyma.09G224500	Glyma09g35840
Glyma.09G224600	Glyma09g35850
Glyma.09G224700	Glyma09g35860
Glyma.09G224800	Glyma09g35870
Glyma.09G224900	Glyma09g35876
Glyma.09G225000	Glyma09g35883
Glyma.09G225100	Glyma09g35890
Glyma.09G225200	Glyma09g35900
Glyma.09G225300	Glyma09g35920
Glyma.09G225400	Glyma09g35950
Glyma.09G225500	Glyma09g35970
Glyma.09G225600	Glyma09g35980
Glyma.09G225700	Glyma09g35990
Glyma.09G225900	Glyma09g36000
Glyma.09G226000	Glyma09g36010
Glyma.09G226100	Glyma09g36020
Glyma.09G226200	Glyma09g36030
Glyma.09G226300	Glyma09g36040
Glyma.09G226400	Glyma09g36050
Glyma.09G226500	Glyma09g36060
Glyma.09G226600	Glyma09g36070
Glyma.09G226700	Glyma09g36080
Glyma.09G226900	Glyma09g36090
Glyma.09G227000	Glyma09g36100
Glyma.09G227100	Glyma09g36110
Glyma.09G227200	Glyma09g36120
Glyma.09G227300	Glyma09g36130
Glyma.09G227400	Glyma09g36140
Glyma.09G227500	Glyma09g36150
Glyma.09G227600	Glyma09g36160
Glyma.09G227700	Glyma09g36170
Glyma.09G227800	Glyma09g36185
Glyma.09G227900	Glyma09g36200
Glyma.09G228000	Glyma09g36220
Glyma.09G228100	Glyma09g36230
Glyma.09G228200	Glyma09g36250
Glyma.09G228300	Glyma09g36260
Glyma.09G228400	Glyma09g36270
Glyma.09G228500	Glyma09g36280
Glyma.09G228600	Glyma09g36290
Glyma.09G228700	Glyma09g36300
Glyma.09G228800	Glyma09g36315
Glyma.09G228900	Glyma09g36330
Glyma.09G229000	Glyma09g36340
Glyma.09G229100	Glyma09g36350
Glyma.09G229200	Glyma09g36360
Glyma.09G229400	Glyma09g36380
Glyma.09G229500	Glyma09g36391
Glyma.09G229600	Glyma09g36400
Glyma.09G229700	Glyma09g36411
Glyma.09G229800	Glyma09g36420
Glyma.09G229900	Glyma09g36430
Glyma.09G230000	Glyma09g36436
Glyma.09G230100	Glyma09g36443
Glyma.09G230200	Glyma09g36450
Glyma.09G230300	Glyma09g36460
Glyma.09G230400	Glyma09g36471
Glyma.09G230500	Glyma09g36480
Glyma.09G230600	Glyma09g36490
Glyma.09G230700	Glyma09g36500
Glyma.09G230800	Glyma09g36510
Glyma.09G231000	Glyma09g36540
Glyma.09G231100	Glyma09g36550
Glyma.09G231200	Glyma09g36560
Glyma.09G231400	Glyma09g36570
Glyma.09G231500	Glyma09g36580
Glyma.09G231600	Glyma09g36590
Glyma.09G231700	Glyma09g36600
Glyma.09G231800	Glyma09g36620
Glyma.09G231900	Glyma09g36640
Glyma.09G232000	Glyma09g36650
Glyma.09G232100	Glyma09g36660
Glyma.09G232200	Glyma09g36670
Glyma.09G232300	Glyma09g36680
Glyma.09G232400	Glyma09g36690
Glyma.09G232500	Glyma09g36700
Glyma.09G232600	Glyma09g36710
Glyma.09G232700	Glyma09g36720
Glyma.09G232900	Glyma09g36740
Glyma.09G233100	Glyma09g36750
Glyma.09G233200	Glyma09g36760
Glyma.09G233300	Glyma09g36770
Glyma.09G233400	Glyma09g36780
Glyma.09G233500	Glyma09g36790
Glyma.09G233600	Glyma09g36820
Glyma.09G233700	Glyma09g36830
Glyma.09G233800	Glyma09g36840
Glyma.09G233900	Glyma09g36850
Glyma.09G234000	Glyma09g36860
Glyma.09G234100	Glyma09g36870
Glyma.09G234200	Glyma09g36880
Glyma.09G234300	Glyma09g36900
Glyma.09G234400	Glyma09g36910
Glyma.09G234500	Glyma09g36920
Glyma.09G234600	Glyma09g36930
Glyma.09G234700	Glyma09g36941
Glyma.09G234800	Glyma09g36950
Glyma.09G234900	Glyma09g36966
Glyma.09G235100	Glyma09g36983
Glyma.09G235200	Glyma09g37000
Glyma.09G235300	Glyma09g37010
Glyma.09G235400	Glyma09g37020
Glyma.09G235500	Glyma09g37030
Glyma.09G235600	Glyma09g37040
Glyma.09G235700	Glyma09g37050
Glyma.09G235800	Glyma09g37060
Glyma.09G235900	Glyma09g37070
Glyma.09G236000	Glyma09g37076
Glyma.09G236100	Glyma09g37083
Glyma.09G236200	Glyma09g37090
Glyma.09G236400	Glyma09g37110
Glyma.09G236500	Glyma09g37120
Glyma.09G236600	Glyma09g37130
Glyma.09G236700	Glyma09g37140
Glyma.09G236800	Glyma09g37150
Glyma.09G237000	Glyma09g37170
Glyma.09G237100	Glyma09g37180
Glyma.09G237200	Glyma09g37190
Glyma.09G237300	Glyma09g37200
Glyma.09G237500	Glyma09g37210
Glyma.09G237600	Glyma09g37220
Glyma.09G237700	Glyma09g37230
Glyma.09G237800	Glyma09g37240
Glyma.09G237900	Glyma09g37250
Glyma.09G238000	Glyma09g37260
Glyma.09G238100	Glyma09g37270
Glyma.09G238200	Glyma09g37280
Glyma.09G238300	Glyma09g37290
Glyma.09G238400	Glyma09g37300
Glyma.09G238500	Glyma09g37310
Glyma.09G238600	Glyma09g37320
Glyma.09G238700	Glyma09g37331
Glyma.09G238800	Glyma09g37340
Glyma.09G238900	Glyma09g37350
Glyma.09G239000	Glyma09g37360
Glyma.09G239100	Glyma09g37370
Glyma.09G239200	Glyma09g37380
Glyma.09G239300	Glyma09g37400
Glyma.09G239400	Glyma09g37410
Glyma.09G239600	Glyma09g37430
Glyma.09G239800	Glyma09g37450
Glyma.09G239900	Glyma09g37461
Glyma.09G240000	Glyma09g37470
Glyma.09G240100	Glyma09g37490
Glyma.09G240200	Glyma09g37515
Glyma.09G240300	Glyma09g37520
Glyma.09G240400	Glyma09g37540
Glyma.09G240500	Glyma09g37561
Glyma.09G240600	Glyma09g37570
Glyma.09G240700	Glyma09g37580
Glyma.09G240800	Glyma09g37590
Glyma.09G240900	Glyma09g37600
Glyma.09G241000	Glyma09g37605
Glyma.09G241100	Glyma09g37610
Glyma.09G241200	Glyma09g37620
Glyma.09G241300	Glyma09g37630
Glyma.09G241400	Glyma09g37640
Glyma.09G241500	Glyma09g37650
Glyma.09G241600	Glyma09g37660
Glyma.09G241700	Glyma09g37670
Glyma.09G241800	Glyma09g37680
Glyma.09G241900	Glyma09g37691
Glyma.09G242000	Glyma09g37700
Glyma.09G242100	Glyma09g37710
Glyma.09G242200	Glyma09g37720
Glyma.09G242300	Glyma09g37730
Glyma.09G242400	Glyma09g37750
Glyma.09G242500	Glyma09g37760
Glyma.09G242600	Glyma09g37780
Glyma.09G242700	Glyma09g37794
Glyma.09G242800	Glyma09g37802
Glyma.09G242900	Glyma09g37810
Glyma.09G243000	Glyma09g37820
Glyma.09G243100	Glyma09g37840
Glyma.09G243200	Glyma09g37850
Glyma.09G243300	Glyma09g37860
Glyma.09G243400	Glyma09g37875
Glyma.09G243500	Glyma09g37890
Glyma.09G243600	Glyma09g37900
Glyma.09G243700	Glyma09g37910
Glyma.09G243800	Glyma09g37915
Glyma.09G243900	Glyma09g37920
Glyma.09G244000	Glyma09g37930
Glyma.09G244100	Glyma09g37940
Glyma.09G244200	Glyma09g37950
Glyma.09G244300	Glyma09g37956
Glyma.09G244400	Glyma09g37963
Glyma.09G244500	Glyma09g37970
Glyma.09G244600	Glyma09g37980
Glyma.09G244700	Glyma09g37990
Glyma.09G244800	Glyma09g38000
Glyma.09G244900	Glyma09g38010
Glyma.09G245000	Glyma09g38020
Glyma.09G245100	Glyma09g38030
Glyma.09G245200	Glyma09g38040
Glyma.09G245300	Glyma09g38050
Glyma.09G245400	Glyma09g38070
Glyma.09G245500	Glyma09g38080
Glyma.09G245600	Glyma09g38100
Glyma.09G245700	Glyma09g38110
Glyma.09G245800	Glyma09g38120
Glyma.09G245900	Glyma09g38130
Glyma.09G246000	Glyma09g38140
Glyma.09G246100	Glyma09g38150
Glyma.09G246200	Glyma09g38160
Glyma.09G246300	Glyma09g38176
Glyma.09G246500	Glyma09g38210
Glyma.09G246600	Glyma09g38220
Glyma.09G246700	Glyma09g38230
Glyma.09G246800	Glyma09g38241
Glyma.09G247000	Glyma09g38250
Glyma.09G247100	Glyma09g38260
Glyma.09G247200	Glyma09g38270
Glyma.09G247300	Glyma09g38280
Glyma.09G247400	Glyma09g38291
Glyma.09G247500	Glyma09g38300
Glyma.09G247600	Glyma09g38310
Glyma.09G247700	Glyma09g38320
Glyma.09G247800	Glyma09g38331
Glyma.09G247900	Glyma09g38340
Glyma.09G248000	Glyma09g38350
Glyma.09G248100	Glyma09g38361
Glyma.09G248200	Glyma09g38370
Glyma.09G248300	Glyma09g38380
Glyma.09G248400	Glyma09g38390
Glyma.09G248500	Glyma09g38400
Glyma.09G248600	Glyma09g38410
Glyma.09G248700	Glyma09g38420
Glyma.09G248800	Glyma09g38430
Glyma.09G248900	Glyma09g38440
Glyma.09G249000	Glyma09g38450
Glyma.09G249100	Glyma09g38460
Glyma.09G249200	Glyma09g38470
Glyma.09G249300	Glyma09g38480
Glyma.09G249400	Glyma09g38490
Glyma.09G249500	Glyma09g38500
Glyma.09G249700	Glyma09g38510
Glyma.09G249800	Glyma09g38520
Glyma.09G249900	Glyma09g38530
Glyma.09G250200	Glyma09g38550
Glyma.09G250300	Glyma09g38560
Glyma.09G250400	Glyma09g38570
Glyma.09G250500	Glyma09g38581
Glyma.09G250600	Glyma09g38590
Glyma.09G250700	Glyma09g38600
Glyma.09G250800	Glyma09g38610
Glyma.09G250900	Glyma09g38620
Glyma.09G251000	Glyma09g38630
Glyma.09G251100	Glyma09g38640
Glyma.09G251200	Glyma09g38650
Glyma.09G251300	Glyma09g38660
Glyma.09G251400	Glyma09g38680
Glyma.09G251500	Glyma09g38691
Glyma.09G251600	Glyma09g38700
Glyma.09G251700	Glyma09g38710
Glyma.09G251800	Glyma09g38720
Glyma.09G251900	Glyma09g38730
Glyma.09G252000	Glyma09g38740
Glyma.09G252100	Glyma09g38750
Glyma.09G252200	Glyma09g38760
Glyma.09G252300	Glyma09g38770
Glyma.09G252400	Glyma09g38780
Glyma.09G252600	Glyma09g38800
Glyma.09G252700	Glyma09g38810
Glyma.09G252800	Glyma09g38820
Glyma.09G252900	Glyma09g38830
Glyma.09G253100	Glyma09g38840
Glyma.09G253200	Glyma09g38850
Glyma.09G253300	Glyma09g38860
Glyma.09G253400	Glyma09g38870
Glyma.09G253500	Glyma09g38880
Glyma.09G253600	Glyma09g38890
Glyma.09G253700	Glyma09g38900
Glyma.09G253900	Glyma09g38930
Glyma.09G254100	Glyma09g38951
Glyma.09G254200	Glyma09g38970
Glyma.09G254400	Glyma09g39000
Glyma.09G254500	Glyma09g39010
Glyma.09G254600	Glyma09g39020
Glyma.09G254700	Glyma09g39030
Glyma.09G254800	Glyma09g39040
Glyma.09G255000	Glyma09g39060
Glyma.09G255100	Glyma09g39070
Glyma.09G255200	Glyma09g39090
Glyma.09G255300	Glyma09g39111
Glyma.09G255400	Glyma09g39121
Glyma.09G255500	Glyma09g39130
Glyma.09G255600	Glyma09g39150
Glyma.09G255700	Glyma09g39160
Glyma.09G255800	Glyma09g39170
Glyma.09G255900	Glyma09g39180
Glyma.09G256000	Glyma09g39190
Glyma.09G256100	Glyma09g39200
Glyma.09G256200	Glyma09g39220
Glyma.09G256300	Glyma09g39233
Glyma.09G256600	Glyma09g39260
Glyma.09G256700	Glyma09g39270
Glyma.09G256800	Glyma09g39280
Glyma.09G256900	Glyma09g39285
Glyma.09G257000	Glyma09g39290
Glyma.09G257100	Glyma09g39300
Glyma.09G257300	Glyma09g39320
Glyma.09G257400	Glyma09g39330
Glyma.09G257500	Glyma09g39341
Glyma.09G257600	Glyma09g39351
Glyma.09G257700	Glyma09g39361
Glyma.09G257800	Glyma09g39370
Glyma.09G257900	Glyma09g39380
Glyma.09G258000	Glyma09g39390
Glyma.09G258100	Glyma09g39400
Glyma.09G258200	Glyma09g39410
Glyma.09G258300	Glyma09g39420
Glyma.09G258400	Glyma09g39430
Glyma.09G258500	Glyma09g39441
Glyma.09G258600	Glyma09g39450
Glyma.09G258700	Glyma09g39460
Glyma.09G258900	Glyma09g39480
Glyma.09G259000	Glyma09g39500
Glyma.09G259100	Glyma09g39515
Glyma.09G259200	Glyma09g39530
Glyma.09G259300	Glyma09g39541
Glyma.09G259400	Glyma09g39551
Glyma.09G259500	Glyma09g39560
Glyma.09G259600	Glyma09g39570
Glyma.09G259700	Glyma09g39578
Glyma.09G259900	Glyma09g39586
Glyma.09G260000	Glyma09g39594
Glyma.09G260100	Glyma09g39603
Glyma.09G260200	Glyma09g39612
Glyma.09G260400	Glyma09g39630
Glyma.09G260500	Glyma09g39640
Glyma.09G260600	Glyma09g39650
Glyma.09G260700	Glyma09g39653
Glyma.09G260800	Glyma09g39656
Glyma.09G260900	Glyma09g39660
Glyma.09G261000	Glyma09g39670
Glyma.09G261100	Glyma09g39680
Glyma.09G261200	Glyma09g39690
Glyma.09G261300	Glyma09g39700
Glyma.09G261400	Glyma09g39710
Glyma.09G261600	Glyma09g39721
Glyma.09G261700	Glyma09g39730
Glyma.09G261800	Glyma09g39740
Glyma.09G262000	Glyma09g39770
Glyma.09G262200	Glyma09g39780
Glyma.09G262300	Glyma09g39790
Glyma.09G262400	Glyma09g39800
Glyma.09G262500	Glyma09g39811
Glyma.09G262600	Glyma09g39820
Glyma.09G262700	Glyma09g39830
Glyma.09G262800	Glyma09g39850
Glyma.09G262900	Glyma09g39870
Glyma.09G263000	Glyma09g39880
Glyma.09G263100	Glyma09g39890
Glyma.09G263200	Glyma09g39900
Glyma.09G263300	Glyma09g39911
Glyma.09G263400	Glyma09g39920
Glyma.09G263500	Glyma09g39930
Glyma.09G263600	Glyma09g39940
Glyma.09G263700	Glyma09g39960
Glyma.09G263800	Glyma09g39970
Glyma.09G263900	Glyma09g39980
Glyma.09G264000	Glyma09g39990
Glyma.09G264100	Glyma09g40000
Glyma.09G264200	Glyma09g40010
Glyma.09G264300	Glyma09g40020
Glyma.09G264400	Glyma09g40030
Glyma.09G264500	Glyma09g40040
Glyma.09G264600	Glyma09g40050
Glyma.09G264700	Glyma09g40060
Glyma.09G264800	Glyma09g40070
Glyma.09G264900	Glyma09g40090
Glyma.09G265000	Glyma09g40110
Glyma.09G265100	Glyma09g40121
Glyma.09G265200	Glyma09g40130
Glyma.09G265300	Glyma09g40140
Glyma.09G265400	Glyma09g40145
Glyma.09G265500	Glyma09g40150
Glyma.09G265600	Glyma09g40170
Glyma.09G265700	Glyma09g40181
Glyma.09G265800	Glyma09g40191
Glyma.09G265900	Glyma09g40201
Glyma.09G266000	Glyma09g40210
Glyma.09G266100	Glyma09g40220
Glyma.09G266200	Glyma09g40230
Glyma.09G266300	Glyma09g40240
Glyma.09G266400	Glyma09g40251
Glyma.09G266500	Glyma09g40260
Glyma.09G266600	Glyma09g40290
Glyma.09G266700	Glyma09g40300
Glyma.09G266800	Glyma09g40306
Glyma.09G266900	Glyma09g40313
Glyma.09G267000	Glyma09g40320
Glyma.09G267200	Glyma09g40370
Glyma.09G267300	Glyma09g40385
Glyma.09G267400	Glyma09g40400
Glyma.09G267500	Glyma09g40410
Glyma.09G267700	Glyma09g40420
Glyma.09G267800	Glyma09g40430
Glyma.09G268000	Glyma09g40440
Glyma.09G268100	Glyma09g40450
Glyma.09G268200	Glyma09g40460
Glyma.09G268300	Glyma09g40470
Glyma.09G268400	Glyma09g40480
Glyma.09G268500	Glyma09g40490
Glyma.09G268600	Glyma09g40495
Glyma.09G268700	Glyma09g40500
Glyma.09G268800	Glyma09g40510
Glyma.09G268900	Glyma09g40520
Glyma.09G269000	Glyma09g40530
Glyma.09G269100	Glyma09g40541
Glyma.09G269200	Glyma09g40550
Glyma.09G269300	Glyma09g40560
Glyma.09G269400	Glyma09g40570
Glyma.09G269500	Glyma09g40580
Glyma.09G269600	Glyma09g40590
Glyma.09G269800	Glyma09g40600
Glyma.09G269900	Glyma09g40610
Glyma.09G270000	Glyma09g40620
Glyma.09G270100	Glyma09g40640
Glyma.09G270200	Glyma09g40650
Glyma.09G270400	Glyma09g40681
Glyma.09G270500	Glyma09g40690
Glyma.09G270700	Glyma09g40710
Glyma.09G270900	Glyma09g40740
Glyma.09G271000	Glyma09g40751
Glyma.09G271100	Glyma09g40760
Glyma.09G271200	Glyma09g40770
Glyma.09G271300	Glyma09g40780
Glyma.09G271400	Glyma09g40791
Glyma.09G271500	Glyma09g40800
Glyma.09G271600	Glyma09g40810
Glyma.09G271700	Glyma09g40820
Glyma.09G271800	Glyma09g40830
Glyma.09G271900	Glyma09g40840
Glyma.09G272000	Glyma09g40850
Glyma.09G272200	Glyma09g40865
Glyma.09G272300	Glyma09g40880
Glyma.09G272400	Glyma09g40890
Glyma.09G272600	Glyma09g40900
Glyma.09G272500	Glyma09g40910
Glyma.09G272700	Glyma09g40921
Glyma.09G272800	Glyma09g40930
Glyma.09G272900	Glyma09g40941
Glyma.09G273000	Glyma09g40950
Glyma.09G273100	Glyma09g40960
Glyma.09G273200	Glyma09g40970
Glyma.09G273300	Glyma09g40980
Glyma.09G273400	Glyma09g40990
Glyma.09G273500	Glyma09g41000
Glyma.09G273600	Glyma09g41010
Glyma.09G273700	Glyma09g41020
Glyma.09G273800	Glyma09g41030
Glyma.09G273900	Glyma09g41040
Glyma.09G274000	Glyma09g41050
Glyma.09G274200	Glyma09g41060
Glyma.09G274300	Glyma09g41070
Glyma.09G274400	Glyma09g41090
Glyma.09G274500	Glyma09g41100
Glyma.09G274600	Glyma09g41110
Glyma.09G274700	Glyma09g41121
Glyma.09G274800	Glyma09g41130
Glyma.09G274900	Glyma09g41140
Glyma.09G275000	Glyma09g41150
Glyma.09G275100	Glyma09g41160
Glyma.09G275200	Glyma09g41171
Glyma.09G275300	Glyma09g41180
Glyma.09G275400	Glyma09g41190
Glyma.09G275500	Glyma09g41200
Glyma.09G275600	Glyma09g41211
Glyma.09G275700	Glyma09g41220
Glyma.09G275800	Glyma09g41230
Glyma.09G275900	Glyma09g41240
Glyma.09G276100	Glyma09g41250
Glyma.09G276200	Glyma09g41260
Glyma.09G276300	Glyma09g41270
Glyma.09G276400	Glyma09g41280
Glyma.09G276500	Glyma09g41290
Glyma.09G276600	Glyma09g41300
Glyma.09G276700	Glyma09g41311
Glyma.09G276800	Glyma09g41320
Glyma.09G276900	Glyma09g41330
Glyma.09G277000	Glyma09g41340
Glyma.09G277100	Glyma09g41350
Glyma.09G277200	Glyma09g41360
Glyma.09G277300	Glyma09g41370
Glyma.09G277400	Glyma09g41380
Glyma.09G277500	Glyma09g41400
Glyma.09G277600	Glyma09g41415
Glyma.09G277700	Glyma09g41430
Glyma.09G277800	Glyma09g41440
Glyma.09G277900	Glyma09g41450
Glyma.09G278000	Glyma09g41460
Glyma.09G278100	Glyma09g41470
Glyma.09G278200	Glyma09g41480
Glyma.09G278400	Glyma09g41500
Glyma.09G278500	Glyma09g41510
Glyma.09G278600	Glyma09g41520
Glyma.09G278800	Glyma09g41540
Glyma.09G278900	Glyma09g41550
Glyma.09G279000	Glyma09g41560
Glyma.09G279100	Glyma09g41570
Glyma.09G279300	Glyma09g41580
Glyma.09G279400	Glyma09g41590
Glyma.09G279500	Glyma09g41600
Glyma.09G279600	Glyma09g41610
Glyma.09G279700	Glyma09g41615
Glyma.09G279800	Glyma09g41620
Glyma.09G279900	Glyma09g41630
Glyma.09G280000	Glyma09g41640
Glyma.09G280100	Glyma09g41650
Glyma.09G280200	Glyma09g41670
Glyma.09G280300	Glyma09g41680
Glyma.09G280400	Glyma09g41690
Glyma.09G280500	Glyma09g41700
Glyma.09G280600	Glyma09g41710
Glyma.09G280700	Glyma09g41720
Glyma.09G280800	Glyma09g41730
Glyma.09G280900	Glyma09g41740
Glyma.09G281000	Glyma09g41751
Glyma.09G281100	Glyma09g41760
Glyma.09G281200	Glyma09g41770
Glyma.09G281300	Glyma09g41780
Glyma.09G281400	Glyma09g41790
Glyma.09G281500	Glyma09g41800
Glyma.09G281600	Glyma09g41810
Glyma.09G281700	Glyma09g41821
Glyma.09G281800	Glyma09g41840
Glyma.09G281900	Glyma09g41850
Glyma.09G282000	Glyma09g41861
Glyma.09G282100	Glyma09g41871
Glyma.09G282200	Glyma09g41880
Glyma.09G282300	Glyma09g41900
Glyma.09G282400	Glyma09g41910
Glyma.09G282500	Glyma09g41921
Glyma.09G282600	Glyma09g41930
Glyma.09G282700	Glyma09g41940
Glyma.09G282800	Glyma09g41950
Glyma.09G282900	Glyma09g41960
Glyma.09G283000	Glyma09g41980
Glyma.09G283100	Glyma09g41990
Glyma.09G283200	Glyma09g42000
Glyma.09G283300	Glyma09g42010
Glyma.09G283400	Glyma09g42020
Glyma.09G283500	Glyma09g42031
Glyma.09G283600	Glyma09g42040
Glyma.09G283700	Glyma09g42050
Glyma.09G283800	Glyma09g42061
Glyma.09G283900	Glyma09g42070
Glyma.09G284000	Glyma09g42080
Glyma.09G284200	Glyma09g42110
Glyma.09G284300	Glyma09g42120
Glyma.09G284400	Glyma09g42130
Glyma.09G284500	Glyma09g42140
Glyma.09G284600	Glyma09g42150
Glyma.09G284700	Glyma09g42160
Glyma.09G284800	Glyma09g42180
Glyma.09G284900	Glyma09g42190
Glyma.09G285100	Glyma09g42210
Glyma.U000100	Glyma1057s00200
Glyma.U024600	Glyma1061s50
Glyma.10G000200	Glyma10g00210
Glyma.10G000300	Glyma10g00220
Glyma.10G000400	Glyma10g00250
Glyma.10G000500	Glyma10g00260
Glyma.10G000600	Glyma10g00280
Glyma.10G000700	Glyma10g00291
Glyma.10G000800	Glyma10g00300
Glyma.10G000900	Glyma10g00310
Glyma.10G001000	Glyma10g00320
Glyma.10G001100	Glyma10g00350
Glyma.10G001200	Glyma10g00360
Glyma.10G001300	Glyma10g00371
Glyma.10G001400	Glyma10g00380
Glyma.10G001500	Glyma10g00390
Glyma.10G001600	Glyma10g00420
Glyma.10G001700	Glyma10g00430
Glyma.10G001800	Glyma10g00440
Glyma.10G001900	Glyma10g00450
Glyma.10G002100	Glyma10g00460
Glyma.10G002200	Glyma10g00470
Glyma.10G002300	Glyma10g00490
Glyma.10G002400	Glyma10g00500
Glyma.10G002500	Glyma10g00510
Glyma.10G002600	Glyma10g00520
Glyma.10G002700	Glyma10g00527
Glyma.10G002800	Glyma10g00534
Glyma.10G002900	Glyma10g00542
Glyma.10G003000	Glyma10g00550
Glyma.10G003100	Glyma10g00560
Glyma.10G003200	Glyma10g00570
Glyma.10G003300	Glyma10g00580
Glyma.10G003400	Glyma10g00600
Glyma.10G003500	Glyma10g00610
Glyma.10G003600	Glyma10g00620
Glyma.10G003700	Glyma10g00630
Glyma.10G003800	Glyma10g00640
Glyma.10G003900	Glyma10g00650
Glyma.10G004000	Glyma10g00655
Glyma.10G004100	Glyma10g00660
Glyma.10G004200	Glyma10g00670
Glyma.10G004300	Glyma10g00680
Glyma.10G004400	Glyma10g00690
Glyma.10G004500	Glyma10g00701
Glyma.10G004700	Glyma10g00710
Glyma.10G004800	Glyma10g00720
Glyma.10G005000	Glyma10g00751
Glyma.10G005100	Glyma10g00780
Glyma.10G005200	Glyma10g00790
Glyma.10G005300	Glyma10g00800
Glyma.10G005400	Glyma10g00810
Glyma.10G005500	Glyma10g00820
Glyma.10G005600	Glyma10g00830
Glyma.10G005700	Glyma10g00840
Glyma.10G005800	Glyma10g00850
Glyma.10G005900	Glyma10g00860
Glyma.10G006000	Glyma10g00870
Glyma.10G006100	Glyma10g00880
Glyma.10G006200	Glyma10g00890
Glyma.10G006300	Glyma10g00900
Glyma.10G006400	Glyma10g00910
Glyma.10G006500	Glyma10g00920
Glyma.10G006600	Glyma10g00930
Glyma.10G006700	Glyma10g00950
Glyma.10G006800	Glyma10g00960
Glyma.10G007000	Glyma10g00980
Glyma.10G007100	Glyma10g00990
Glyma.10G007200	Glyma10g01000
Glyma.10G007300	Glyma10g01010
Glyma.10G007400	Glyma10g01020
Glyma.10G007500	Glyma10g01030
Glyma.10G007700	Glyma10g01050
Glyma.10G007800	Glyma10g01060
Glyma.10G007900	Glyma10g01070
Glyma.10G008000	Glyma10g01091
Glyma.10G008100	Glyma10g01110
Glyma.10G008200	Glyma10g01120
Glyma.10G008300	Glyma10g01131
Glyma.10G008400	Glyma10g01140
Glyma.10G008500	Glyma10g01150
Glyma.10G008600	Glyma10g01160
Glyma.10G008700	Glyma10g01170
Glyma.10G008800	Glyma10g01173
Glyma.10G008900	Glyma10g01176
Glyma.10G009000	Glyma10g01180
Glyma.10G009100	Glyma10g01200
Glyma.10G009200	Glyma10g01211
Glyma.10G009300	Glyma10g01220
Glyma.10G009500	Glyma10g01241
Glyma.10G009400	Glyma10g01250
Glyma.10G009700	Glyma10g01260
Glyma.10G009800	Glyma10g01270
Glyma.10G009900	Glyma10g01280
Glyma.10G010000	Glyma10g01290
Glyma.10G010100	Glyma10g01300
Glyma.10G010200	Glyma10g01310
Glyma.10G010300	Glyma10g01330
Glyma.10G010400	Glyma10g01340
Glyma.10G010500	Glyma10g01355
Glyma.10G010600	Glyma10g01370
Glyma.10G010700	Glyma10g01380
Glyma.10G010800	Glyma10g01400
Glyma.10G010900	Glyma10g01410
Glyma.10G011000	Glyma10g01420
Glyma.10G011100	Glyma10g01430
Glyma.10G011400	Glyma10g01440
Glyma.10G011300	Glyma10g01450
Glyma.10G011600	Glyma10g01470
Glyma.10G011700	Glyma10g01480
Glyma.10G011800	Glyma10g01500
Glyma.10G011900	Glyma10g01510
Glyma.10G012000	Glyma10g01520
Glyma.10G012100	Glyma10g01530
Glyma.10G012200	Glyma10g01541
Glyma.10G012300	Glyma10g01550
Glyma.10G012400	Glyma10g01560
Glyma.10G012500	Glyma10g01571
Glyma.10G012600	Glyma10g01580
Glyma.10G012700	Glyma10g01590
Glyma.10G012800	Glyma10g01600
Glyma.10G012900	Glyma10g01610
Glyma.10G013100	Glyma10g01620
Glyma.10G013200	Glyma10g01630
Glyma.10G013300	Glyma10g01640
Glyma.10G013400	Glyma10g01660
Glyma.10G013500	Glyma10g01671
Glyma.10G013600	Glyma10g01680
Glyma.10G013700	Glyma10g01690
Glyma.10G013800	Glyma10g01700
Glyma.10G013900	Glyma10g01710
Glyma.10G014000	Glyma10g01720
Glyma.10G014100	Glyma10g01740
Glyma.10G014200	Glyma10g01750
Glyma.10G014300	Glyma10g01760
Glyma.10G014400	Glyma10g01770
Glyma.10G014500	Glyma10g01780
Glyma.10G014600	Glyma10g01801
Glyma.10G014700	Glyma10g01820
Glyma.10G014800	Glyma10g01830
Glyma.10G014900	Glyma10g01840
Glyma.10G015000	Glyma10g01850
Glyma.10G015100	Glyma10g01860
Glyma.10G015200	Glyma10g01870
Glyma.10G015300	Glyma10g01890
Glyma.10G015400	Glyma10g01901
Glyma.10G015500	Glyma10g01910
Glyma.10G015600	Glyma10g01925
Glyma.10G015700	Glyma10g01940
Glyma.10G015800	Glyma10g01950
